init dataset...
2051 60000 28 28
60000
2051 10000 28 28
10000
0,2.62548
64,1.93763
128,1.68708
192,3.06405
256,2.13365
320,1.44528
384,2.20581
448,1.24964
512,1.92982
576,0.486636
640,1.49459
704,0.949741
768,1.74259
832,0.911687
896,2.20757
960,0.259339
1024,0.996358
1088,0.611071
1152,1.30919
1216,0.953017
1280,0.196669
1344,0.065691
1408,1.21168
1472,1.99286
1536,4.96731
1600,0.211928
1664,0.271489
1728,0.293302
1792,0.318102
1856,0.0839899
1920,0.192356
1984,0.451745
2048,0.567832
2112,0.614435
2176,0.436075
2240,0.265927
2304,0.157164
2368,0.685607
2432,0.0263915
2496,0.905117
2560,0.207778
2624,0.22909
2688,0.00190229
2752,0.0383893
2816,0.152452
2880,2.35056
2944,0.0544751
3008,0.420009
3072,0.00284951
3136,1.54364
3200,1.64333
3264,1.11631
3328,1.18907
3392,0.133042
3456,0.379707
3520,0.522045
3584,0.609137
3648,3.60784
3712,0.310384
3776,0.153829
3840,2.63979
3904,0.0763148
3968,0.211356
4032,0.267832
4096,0.124323
4160,0.000980192
4224,0.388614
4288,0.0757732
4352,0.10202
4416,0.0740911
4480,0.0867358
4544,0.113089
4608,4.02934
4672,0.208988
4736,0.115429
4800,1.37772
4864,0.0151892
4928,0.23026
4992,0.0361518
5056,0.0866297
5120,0.00625337
5184,0.0128356
5248,0.0179363
5312,0.414404
5376,7.17999
5440,0.335311
5504,0.0785237
5568,0.103577
5632,0.118071
5696,0.171481
5760,0.386657
5824,0.42028
5888,1.13969
5952,1.41403
6016,0.00685358
6080,0.108053
6144,0.0162413
6208,0.00978779
6272,0.00334182
6336,0.10108
6400,0.00798183
6464,0.0745134
6528,0.113831
6592,6.37331
6656,2.51858
6720,1.95485
6784,0.0405371
6848,0.0768596
6912,0.111863
6976,0.0697596
7040,0.0859111
7104,0.0575423
7168,0.493591
7232,0.219999
7296,0.789576
7360,0.0644351
7424,4.19567
7488,0.00302479
7552,0.947795
7616,0.931545
7680,0.0248561
7744,0.0137782
7808,0.078548
7872,0.0707875
7936,0.0122729
8000,0.00409103
8064,0.0108527
8128,0.0355581
8192,0.0222137
8256,0.0116158
8320,0.101675
8384,0.636822
8448,0.949485
8512,0.00301205
8576,0.019151
8640,0.0785456
8704,0.159721
8768,0.0829149
8832,0.0277133
8896,2.33659
8960,0.0214699
9024,0.824144
9088,0.00595676
9152,0.00267493
9216,0.00139344
9280,0.0107164
9344,0.207967
9408,0.00845551
9472,0.143892
9536,0.0185903
9600,0.011457
9664,1.53106
9728,0.0484406
9792,0.0411581
9856,0.101123
9920,0.505655
9984,3.27663
10048,0.370987
10112,0.00556116
10176,0.0594566
10240,0.00983745
10304,0.0125818
10368,0.0127096
10432,3.76097
10496,1.08134
10560,0.223003
10624,0.00710525
10688,0.941526
10752,0.0215845
10816,0.00347393
10880,0.641559
10944,0.31816
11008,0.0145776
11072,0.115832
11136,0.00427849
11200,0.0101923
11264,0.0656347
11328,0.0566402
11392,0.0143789
11456,0.0011555
11520,0.00814827
11584,0.00739764
11648,0.158402
11712,0.29297
11776,0.0139091
11840,1.80874
11904,0.0500308
11968,0.121064
12032,0.266195
12096,0.0290113
12160,0.0634469
12224,0.0255308
12288,0.00452766
12352,0.00404064
12416,0.0060238
12480,0.0192651
12544,0.0757039
12608,0.0444943
12672,0.0266136
12736,0.0206057
12800,0.0483827
12864,0.237064
12928,0.0669597
12992,0.537227
13056,0.0130084
13120,0.0356974
13184,0.00495802
13248,0.223174
13312,0.767275
13376,0.0250151
13440,0.00176513
13504,0.0918581
13568,0.401378
13632,2.24626
13696,1.89722
13760,0.0216188
13824,0.0109268
13888,0.0565276
13952,0.0247438
14016,0.0352347
14080,0.000160995
14144,0.0119638
14208,0.0282265
14272,0.00102482
14336,0.0395209
14400,0.345136
14464,0.11926
14528,1.33248
14592,0.0324567
14656,0.0919176
14720,0.0589845
14784,0.0498289
14848,0.00115788
14912,0.0183282
14976,0.0296173
15040,0.043108
15104,0.37941
15168,0.000719975
15232,0.0122114
15296,0.0741365
15360,0.0117005
15424,0.0219089
15488,0.194075
15552,0.074421
15616,0.133071
15680,0.450183
15744,0.0883674
15808,0.143479
15872,0.281698
15936,0.091434
16000,0.00318066
16064,0.557716
16128,3.7886
16192,0.0102151
16256,0.0075369
16320,0.998338
16384,0.0175885
16448,0.0121626
16512,0.0333972
16576,0.0839993
16640,0.377707
16704,0.0481493
16768,0.00714043
16832,0.00166787
16896,0.00705897
16960,0.242711
17024,0.763176
17088,0.0110892
17152,0.00342417
17216,0.00863339
17280,4.1411
17344,0.0579152
17408,0.0135603
17472,0.0284979
17536,0.0030166
17600,0.00416345
17664,0.00314598
17728,0.0137553
17792,0.0117829
17856,0.0318996
17920,0.979873
17984,0.00259263
18048,0.311033
18112,0.0350845
18176,0.00131036
18240,0.124699
18304,0.0111891
18368,2.07376
18432,0.000260735
18496,0.0569807
18560,0.0743195
18624,0.0152803
18688,0.0108073
18752,0.451807
18816,0.0850945
18880,1.32627
18944,0.0159111
19008,0.111816
19072,0.00273039
19136,0.0344702
19200,0.0253889
19264,0.00984648
19328,0.00172142
19392,0.818669
19456,0.148207
19520,0.000306882
19584,0.00557087
19648,0.000279098
19712,0.461456
19776,0.00470107
19840,0.0114396
19904,0.0194891
19968,0.0242937
20032,0.0320236
20096,0.493561
20160,0.0055201
20224,0.000862006
20288,0.00203284
20352,0.0467121
20416,0.00801343
20480,0.00315608
20544,0.0127646
20608,0.00162607
20672,0.357363
20736,0.00184264
20800,0.00260148
20864,0.0167321
20928,0.422327
20992,0.0274387
21056,0.0106515
21120,0.107612
21184,0.00956222
21248,0.203828
21312,0.977921
21376,0.0180541
21440,0.754914
21504,0.000680489
21568,0.0180602
21632,0.35673
21696,0.71263
21760,0.0020688
21824,0.000173037
21888,0.197651
21952,0.382367
22016,0.163902
22080,0.486209
22144,0.115403
22208,0.219831
22272,0.0103913
22336,0.042598
22400,0.0743649
22464,0.00455874
22528,0.0184912
22592,0.100483
22656,0.000572895
22720,0.0647148
22784,1.25577
22848,2.49112
22912,0.170487
22976,0.0015259
23040,0.000349453
23104,0.0519837
23168,0.000620607
23232,0.049912
23296,1.27964
23360,0.345808
23424,0.0262438
23488,0.0624152
23552,0.0250008
23616,0.0371553
23680,0.00150334
23744,0.263191
23808,0.0175276
23872,0.00988928
23936,0.0183798
24000,0.19499
24064,0.105093
24128,0.000980788
24192,0.0383618
24256,0.00169217
24320,0.536996
24384,0.0241729
24448,0.894258
24512,0.781258
24576,0.0668785
24640,0.0203872
24704,0.0376839
24768,0.00898955
24832,1.90804
24896,0.00348189
24960,0.0011876
25024,0.040257
25088,1.81199
25152,0.00805513
25216,0.00392137
25280,0.117728
25344,0.00195437
25408,0.00163837
25472,0.00105042
25536,0.0850113
25600,0.00867788
25664,2.0359
25728,3.33214
25792,0.0186552
25856,0.00626825
25920,0.125553
25984,0.200789
26048,0.00908507
26112,0.00163539
26176,0.894671
26240,0.0390228
26304,1.36396e-05
26368,0.00242897
26432,0.0102668
26496,0.320474
26560,0.336228
26624,0.18364
26688,0.0266987
26752,0.0682878
26816,0.183866
26880,0.0171357
26944,0.000332878
27008,0.0369664
27072,0.0241608
27136,0.00104356
27200,8.78048
27264,0.0266841
27328,0.593135
27392,0.00098938
27456,0.00951895
27520,0.200167
27584,6.41329
27648,0.00814358
27712,0.00061524
27776,0.000752961
27840,0.0535815
27904,0.000635876
27968,0.0127407
28032,0.00714493
28096,0.00340659
28160,0.00189907
28224,0.0323004
28288,0.0128856
28352,0.0144616
28416,0.0112372
28480,0.0346914
28544,0.00912368
28608,0.0131307
28672,0.00203273
28736,0.00284688
28800,0.0458577
28864,6.17617
28928,0.150355
28992,0.0449845
29056,0.0082937
29120,0.046865
29184,0.0216941
29248,1.41598
29312,0.00230314
29376,0.0336558
29440,0.221028
29504,0.111004
29568,0.111134
29632,0.0226724
29696,0.000525424
29760,0.0231434
29824,0.112913
29888,0.00177026
29952,0.251703
30016,0.0150265
30080,0.582157
30144,0.0210423
30208,0.225401
30272,0.0706342
30336,0.00228827
30400,0.104871
30464,0.0103963
30528,0.0139567
30592,0.0196057
30656,0.560175
30720,0.00261319
30784,0.0139673
30848,0.000157776
30912,0.00456957
30976,0.0620465
31040,0.00318688
31104,0.207249
31168,0.34475
31232,0.00646962
31296,0.000165526
31360,0.00264558
31424,0.00153414
31488,0.143519
31552,0.0524838
31616,0.643088
31680,0.0162097
31744,0.00356587
31808,0.00060021
31872,0.00905156
31936,0.00236778
32000,0.104908
32064,0.0760882
32128,0.0421796
32192,3.26056
32256,0.00172877
32320,0.0545578
32384,0.00444252
32448,0.000829613
32512,0.0246589
32576,1.74111
32640,0.00509783
32704,0.067355
32768,1.99578e-05
32832,0.00256413
32896,0.539312
32960,0.00861481
33024,0.0028577
33088,0.0216795
33152,0.640724
33216,0.0751287
33280,0.0207503
33344,0.360828
33408,0.00682225
33472,5.94176e-05
33536,0.00224316
33600,0.00497197
